0.14736073	-0.2934114	0.34261215	-0.07747749	0.376745	-0.31027645	-0.21887487	-0.39001903	-0.29820856	0.29125285	-0.09396089	-0.121515885	-0.13349791	-0.18462001	-0.101872124	-0.179063	-0.13081013	-0.44721657	-0.00077226805	0.30303416	-0.30306143	-0.4059496	-0.24804555	0.7480911	-0.43025863
-0.6450539	-0.66942716	-0.25218928	0.40038022	-0.6119868	0.20682524	-0.4215875	-0.025535304	-0.27590334	-0.26152202	0.2473928	-0.60926914	-0.0782863	0.18845087	0.15051593	-0.03849619	0.5887726	-0.10059825	-0.17101155	0.27786702	-0.18823358	-0.20533878	0.37369934	0.13534465	-0.29214957
0.50610584	-0.04608189	-0.34563822	-0.2697874	0.20731878	0.36630663	-0.2588509	0.026154617	0.5431318	-0.24933453	0.18220711	-0.12755193	0.042113297	0.20537773	0.17012416	0.31729415	0.012170554	0.25485948	0.25585133	0.2590359	-0.2035906	-0.090321556	-0.35780695	-0.22157268	0.05388827
0.06595381	0.3204298	0.102873266	-0.016928652	0.38918233	0.9681249	-0.0710169	-0.16071607	-0.120241135	0.6961014	0.2144029	0.072616234	-0.18244237	0.399938	-0.38460618	0.22462326	1.1252487	0.35181552	0.008299323	1.3687227	0.4306823	0.071483165	-1.3607215	-1.291053	0.058997232
0.03124442	-0.78456765	-0.32861465	-0.54409426	0.6802563	0.08812839	-0.03590949	0.15641806	0.09334331	0.59372437	-0.216431	0.49127436	0.094686255	-0.4480918	0.27060655	-0.039548896	0.4917527	0.1281499	0.5780563	-0.058648687	-0.06474561	-0.38181484	-0.33740538	-0.6996686	0.2999974
-0.6922499	-0.08800166	-0.39948925	-0.112332195	0.22471069	-0.10501339	-0.04884291	-0.93787795	-0.024834082	0.16230945	0.40672594	-0.5750346	-0.25467262	0.16168782	0.15936236	0.023313895	0.6574398	-0.67101705	-0.1431437	-0.38417935	0.16208972	-0.14584197	0.26951498	0.2080437	-0.52130294
0.21891612	-0.3661803	-0.53659415	0.24393801	0.0046585076	0.4416922	0.046508938	0.064614385	-0.27772376	0.31561646	0.50912625	-0.0056770444	0.23186284	-0.5686092	0.3531059	-0.19632061	0.60009706	-0.22552644	0.61954266	0.10660176	0.123910725	0.5404706	-0.38357097	-0.035016917	-0.5822126
0.19375353	0.18580446	0.3765858	0.21322732	-0.2928244	0.75700545	-0.15633701	0.07918151	-0.36622015	-0.17867722	-0.07413641	-0.7517812	-0.0023528687	-0.14386874	0.47774246	0.008313794	-0.6816985	0.10182173	0.266946	-0.32166302	0.01995756	-0.04220817	-0.16416076	0.4611692	-0.67454743
0.038526703	0.22894545	-0.038699042	-0.47205788	-0.095498696	0.19480273	-0.046179503	-0.26761836	0.20872219	0.40370417	-0.10991407	0.11529366	-0.028441584	0.16755117	-0.14493997	-0.024126114	0.2804585	-0.26453593	-0.05255141	0.4785572	0.3846435	0.08680102	-0.38091114	0.11397996	-0.025759162
0.27941686	-0.57745117	0.5186216	-0.34470707	0.08595482	0.769682	-0.089472175	0.20287062	-0.06602057	0.21370463	0.27023742	-0.41624898	-0.12223899	-0.5540707	-0.15353101	0.2229113	0.2451219	-0.124257	-0.10050495	-0.46550813	-0.26558888	-0.006752966	-0.31586838	-0.40737268	-0.3473289
